CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
385,0,24,0,3,5,1,5,0,21,1,3,3,11343.0,0,11343.0,0.7090000000000001,4049,84,0.679,0.0
8343,0,21,0,2,5,1,5,0,22,1,1,1,15155.0,825,13868.0,0.868,3945,69,0.58,0.085
8727,0,29,1,2,6,2,3,0,33,1,1,1,10795.0,0,10795.0,0.855,3995,71,0.528,0.0
696,0,18,0,2,3,1,4,0,23,1,1,0,6633.0,860,5311.0,0.698,4161,96,0.738,0.19899999999999998
8266,0,28,0,1,2,2,5,0,35,0,1,2,8572.0,1645,6444.0,0.821,3993,84,0.516,0.248
6262,0,14,1,4,6,1,3,0,23,1,1,1,34516.0,1825,32186.0,0.693,3902,65,0.667,0.068
5646,0,24,1,2,2,1,3,3,29,1,3,3,34516.0,1973,31999.0,0.759,4097,75,0.635,0.073
8761,1,23,1,3,4,2,2,0,29,1,4,2,14895.0,0,14895.0,1.043,3551,43,0.5589999999999999,0.0
2469,0,23,0,4,2,2,4,0,23,0,1,3,2636.0,795,1379.0,0.6609999999999999,3775,72,0.608,0.47700000000000004
3305,0,13,0,1,5,3,4,0,18,0,3,1,9511.0,1729,7291.0,0.7120000000000001,3766,85,0.532,0.233
7297,1,17,1,2,3,2,0,0,17,0,2,2,10896.0,1973,8379.0,1.028,3392,48,0.48700000000000004,0.231
2961,0,17,0,0,3,1,4,0,22,0,1,0,8401.0,625,7316.0,0.696,3930,88,0.508,0.129
3822,0,19,0,3,2,0,5,0,23,1,3,2,12406.0,1508,10426.0,0.7909999999999999,4080,80,0.5,0.16
1823,1,21,0,4,0,0,5,0,23,3,3,3,6769.0,30,6495.0,0.998,3347,44,0.35,0.04
3521,0,19,0,4,0,1,4,0,23,1,1,1,2737.0,0,2737.0,0.71,3887,70,0.569,0.0
7883,0,8,0,2,2,3,5,3,3,1,2,1,32292.0,1267,30561.0,0.7509999999999999,3879,66,0.81,0.054000000000000006
7624,0,26,1,2,5,1,0,3,30,0,2,2,34516.0,1126,32928.0,0.745,3862,71,0.688,0.046
5872,0,7,0,1,1,3,4,1,11,1,3,2,15987.0,1520,13995.0,0.7390000000000001,4138,71,0.841,0.125
5241,1,17,1,2,6,1,2,1,20,0,3,2,34516.0,625,33431.0,1.047,3276,44,0.588,0.031
6161,0,16,1,5,0,1,1,0,14,0,3,1,2437.0,1254,719.0,0.608,4050,67,0.54,0.705
8167,0,23,1,3,2,2,3,0,23,1,3,1,4557.0,526,3572.0,0.5920000000000001,3809,81,0.596,0.21600000000000003
1495,0,29,1,3,5,2,1,0,23,0,3,3,10949.0,375,10120.0,0.7490000000000001,3923,81,0.596,0.076
8852,0,13,0,1,2,3,4,3,17,0,2,3,10398.0,1167,8768.0,0.755,3932,71,0.688,0.157
719,0,14,0,3,0,2,1,3,15,1,1,2,22361.0,1403,20488.0,0.701,3886,84,0.5670000000000001,0.084
1993,0,20,1,2,6,2,3,0,21,0,3,2,3841.0,949,2430.0,0.785,4174,71,0.688,0.36700000000000005
8966,0,20,1,3,0,2,3,3,19,1,1,3,34516.0,1482,32562.0,0.755,3891,59,0.725,0.057
8159,1,32,1,1,0,2,0,3,32,0,3,2,34516.0,0,34516.0,0.9640000000000001,3328,38,0.5479999999999999,0.0
943,0,18,0,3,2,1,4,3,13,0,3,1,10877.0,1337,9075.0,0.706,4030,80,0.731,0.166
664,0,16,1,3,6,1,1,0,13,1,1,2,5848.0,1019,4367.0,0.711,4163,85,0.462,0.253
7745,0,24,1,2,6,1,2,0,19,0,2,1,11552.0,1498,9582.0,0.705,3783,86,0.5479999999999999,0.171
2207,0,20,1,2,2,1,3,0,26,1,2,3,11901.0,1973,9384.0,0.7809999999999999,4039,72,0.608,0.21100000000000002
7926,0,11,1,3,3,3,3,0,6,0,2,2,2273.0,0,2273.0,0.828,4005,69,0.6459999999999999,0.0
6021,0,31,0,3,2,3,4,0,23,1,2,1,3082.0,1966,575.0,0.687,3972,79,0.508,0.813
6298,0,26,1,2,2,2,1,0,28,0,2,2,9298.0,1428,7400.0,0.655,4168,77,0.7759999999999999,0.204
5756,0,36,0,0,4,2,1,0,40,0,2,3,4136.0,0,4136.0,0.64,3954,87,0.59,0.0
7697,0,19,1,5,3,3,2,0,12,0,5,1,12399.0,999,10938.0,0.645,3995,72,0.414,0.11800000000000001
4921,0,31,1,1,3,2,3,0,32,0,6,1,15030.0,933,13635.0,0.625,3894,71,0.588,0.09300000000000001
9969,0,18,0,3,2,1,4,0,27,0,1,3,6441.0,1666,4290.0,0.64,3774,84,0.49200000000000005,0.33399999999999996
2171,0,16,0,4,6,1,5,0,23,0,4,2,7469.0,382,6632.0,0.828,4128,70,0.7390000000000001,0.11199999999999999
4161,0,14,0,2,6,2,4,0,23,1,2,3,3569.0,595,2515.0,0.775,4026,75,0.574,0.295
9908,0,21,1,3,2,3,4,0,30,0,3,3,2781.0,1478,831.0,0.98,4319,83,0.5,0.701
6657,0,25,1,1,4,1,0,3,18,1,5,2,34516.0,1519,32525.0,0.718,3864,69,0.6809999999999999,0.057999999999999996
7328,0,19,0,3,3,1,4,0,20,0,2,3,4174.0,1966,1667.0,0.8320000000000001,4007,76,0.755,0.601
4928,0,24,1,2,6,1,2,0,30,1,2,1,23223.0,191,22595.0,0.8370000000000001,3815,77,0.642,0.027000000000000003
7780,0,20,1,3,2,1,4,0,14,0,2,2,6954.0,1040,5452.0,0.624,3861,79,0.648,0.21600000000000003
869,0,21,0,1,6,2,4,0,23,1,3,3,7136.0,1836,4791.0,0.6990000000000001,3947,76,0.654,0.32899999999999996
9790,0,17,0,4,3,2,4,0,25,0,1,1,1820.0,0,1820.0,0.708,3939,81,0.596,0.0
4311,0,26,1,1,5,1,1,0,23,1,2,3,2937.0,1170,1304.0,0.857,4116,92,0.522,0.556
7645,0,20,0,3,3,2,4,0,23,0,3,2,6636.0,1881,4237.0,0.6809999999999999,3762,76,0.654,0.36200000000000004
5621,0,15,1,2,2,1,2,3,18,1,3,3,31497.0,1703,29305.0,0.868,3923,82,0.5329999999999999,0.07
3262,1,26,1,1,3,1,0,0,21,1,3,1,34516.0,0,34516.0,1.038,3327,46,0.474,0.0
8517,0,26,0,1,3,1,4,0,22,0,3,3,1959.0,563,937.0,0.78,3991,55,0.857,0.522
8561,1,25,1,3,4,1,3,3,24,5,2,2,34516.0,530,33527.0,1.021,3281,45,0.341,0.028999999999999998
5683,0,23,1,5,2,2,2,0,29,1,1,3,7801.0,1545,5783.0,0.684,3878,81,0.685,0.259
5051,0,29,1,3,0,2,0,0,31,1,2,3,6455.0,1370,4618.0,0.7170000000000001,4041,89,0.7070000000000001,0.285
1720,0,20,1,1,2,0,1,0,24,0,2,2,11343.0,713,10168.0,0.6990000000000001,4140,97,0.672,0.10400000000000001
3116,1,17,1,3,4,1,1,2,18,1,3,4,23981.0,164,23388.0,0.987,3232,55,0.512,0.025
6523,1,20,0,4,6,2,4,0,20,4,3,5,2879.0,0,2879.0,1.031,3163,46,0.556,0.0
4514,0,23,1,4,3,1,3,0,27,1,3,2,7667.0,1702,5476.0,0.682,4001,84,0.679,0.28600000000000003
8522,0,15,1,2,5,2,0,0,11,1,2,1,34516.0,563,33494.0,0.743,4103,78,0.9129999999999999,0.03
4304,0,11,1,2,3,2,3,0,23,0,2,3,6713.0,1128,5123.0,0.847,4021,75,0.667,0.237
5637,0,25,1,2,5,1,0,0,27,0,3,1,10984.0,967,9555.0,0.7509999999999999,3993,75,0.635,0.13
4503,0,24,1,1,1,1,0,0,26,1,3,2,34516.0,1973,31999.0,0.778,4069,76,0.509,0.073
4259,0,31,1,2,5,2,2,0,23,0,1,3,23058.0,1072,21524.0,0.701,3760,72,0.708,0.067
10110,0,14,1,4,5,1,0,0,23,1,2,2,17606.0,915,16229.0,0.861,4076,73,0.627,0.078
9886,0,26,1,0,0,1,0,1,34,1,1,1,34516.0,1002,33052.0,0.6890000000000001,3927,77,0.6729999999999999,0.042
4436,0,19,0,3,3,0,1,3,23,1,2,2,18000.0,1363,16171.0,0.675,3776,76,0.623,0.102
6810,0,22,0,2,0,1,4,0,28,1,2,2,5550.0,1973,3033.0,0.767,3758,75,0.545,0.45399999999999996
7626,0,13,0,3,3,2,4,0,20,1,1,2,1621.0,0,1621.0,0.779,3828,76,0.6859999999999999,0.0
3233,0,23,0,4,0,1,4,0,23,0,1,2,3244.0,0,3244.0,0.765,3855,87,0.54,0.0
4868,0,19,1,2,6,1,1,0,14,1,2,3,5800.0,972,4366.0,0.715,4103,79,0.679,0.247
9795,0,17,0,1,2,1,4,0,25,1,2,1,2550.0,959,1129.0,0.8190000000000001,4062,62,0.7140000000000001,0.557
855,0,19,1,3,2,0,2,3,18,1,1,3,34516.0,1047,33007.0,0.728,3780,81,0.625,0.044000000000000004
4234,1,12,1,1,3,2,0,0,17,4,3,3,10874.0,1895,8459.0,0.9329999999999999,3100,49,0.37200000000000005,0.222
6988,1,28,1,2,0,2,3,0,34,1,2,2,13769.0,0,13769.0,1.058,3212,43,0.395,0.0
8990,1,13,1,2,2,0,1,3,10,4,2,3,17894.0,37,17590.0,0.965,3170,53,0.465,0.017
1628,0,23,0,5,2,1,4,1,25,0,2,2,15016.0,1543,13000.0,0.7090000000000001,3923,74,0.527,0.134
8442,0,19,1,4,2,2,0,0,25,0,1,3,9036.0,0,9036.0,0.753,4151,69,0.6809999999999999,0.0
4524,0,28,1,1,3,2,3,0,23,0,2,3,12813.0,1526,10815.0,0.8370000000000001,3979,71,0.688,0.156
7409,0,14,0,3,1,1,4,0,16,0,1,1,4660.0,1376,2816.0,1.018,4199,74,0.647,0.396
8552,0,23,1,5,0,1,2,1,22,0,2,2,34516.0,605,33452.0,0.7959999999999999,4072,71,0.62,0.031
3586,1,22,1,1,4,2,3,0,25,3,2,2,13174.0,0,13174.0,0.955,3352,39,0.485,0.0
7041,0,17,1,1,2,2,5,0,23,0,1,2,11210.0,619,10131.0,0.6509999999999999,3788,76,0.536,0.096
3309,0,16,1,3,2,2,0,0,23,0,2,3,31639.0,1919,29193.0,0.632,3773,76,0.564,0.077
2065,0,23,1,4,3,1,0,1,23,0,1,1,34516.0,1171,32882.0,0.768,3973,84,0.469,0.047
4293,0,17,1,4,5,2,0,0,23,0,1,3,34516.0,1278,32774.0,0.6609999999999999,3817,72,0.745,0.05
5966,0,18,0,5,6,1,4,0,21,1,1,3,2490.0,773,1255.0,0.823,4063,78,0.76,0.496
2158,0,19,1,3,3,3,3,0,21,0,2,3,26438.0,1191,24783.0,0.92,4051,71,0.723,0.063
4523,0,12,0,1,2,2,4,0,16,1,3,3,7504.0,673,6370.0,0.67,3866,90,0.449,0.151
34,0,18,1,1,5,1,0,0,20,1,2,3,34516.0,599,33458.0,0.7340000000000001,3832,74,0.585,0.031
585,0,19,1,4,2,2,0,2,21,1,2,1,34516.0,1026,33028.0,0.732,3798,85,0.532,0.043
7843,0,25,0,2,0,1,5,0,19,0,3,2,15048.0,1973,12531.0,0.6659999999999999,3890,86,0.524,0.16699999999999998
4769,0,15,1,3,2,2,3,0,16,1,2,1,9357.0,1471,7415.0,0.8,4028,74,0.787,0.20800000000000002
7633,0,25,1,1,6,1,2,0,32,1,3,3,11548.0,0,11548.0,0.611,3968,62,0.895,0.0
8518,0,30,0,2,5,2,4,0,26,0,2,3,8767.0,1220,7083.0,0.7859999999999999,4064,69,0.5489999999999999,0.192
1433,0,16,1,4,6,2,1,0,20,0,3,1,5306.0,1890,2896.0,0.738,3838,84,0.7090000000000001,0.45399999999999996
4226,1,26,0,2,2,2,5,0,28,1,3,3,3608.0,1973,1091.0,1.057,3366,43,0.5589999999999999,0.698
5148,0,23,0,1,5,1,4,1,24,1,3,1,15987.0,1588,13922.0,0.705,3825,90,0.562,0.129
8871,1,24,1,2,2,2,0,0,29,1,1,2,31782.0,0,31782.0,1.056,3271,43,0.395,0.0
7529,0,16,1,2,2,1,0,0,19,0,1,1,34516.0,978,33076.0,0.6759999999999999,3781,78,0.5710000000000001,0.042
2762,0,19,0,0,1,1,1,3,23,0,1,3,19107.0,475,18174.0,0.88,4284,79,0.561,0.049
9869,0,24,1,4,6,1,3,0,32,1,1,3,34516.0,1004,33050.0,0.693,3792,77,0.611,0.042
5953,0,15,1,4,4,1,3,0,23,0,2,2,21751.0,1111,20178.0,0.878,4148,92,0.569,0.07200000000000001
1876,0,18,0,3,0,2,4,0,19,0,2,1,7926.0,592,6875.0,0.7290000000000001,3917,77,0.5539999999999999,0.133
9383,1,25,1,4,6,2,0,3,33,1,3,3,34516.0,817,33237.0,1.02,3097,39,0.581,0.037000000000000005
5242,0,22,1,4,2,1,3,0,23,0,2,3,27984.0,1328,26191.0,0.754,4088,71,0.588,0.064
7574,0,14,1,3,5,0,2,0,17,1,3,2,24499.0,1973,21982.0,0.777,3914,74,0.527,0.10300000000000001
1524,0,23,1,0,3,2,3,0,26,1,1,3,2221.0,829,930.0,0.785,4213,88,0.815,0.581
6221,0,17,1,2,2,2,3,0,22,1,2,2,5858.0,502,4897.0,0.657,4011,72,0.708,0.16399999999999998
1214,0,25,1,1,5,2,3,0,24,0,3,2,27318.0,1896,24902.0,0.917,3850,86,0.5479999999999999,0.08800000000000001
4638,0,18,0,3,3,2,5,0,23,0,3,2,9766.0,1113,8191.0,0.6609999999999999,3896,91,0.603,0.161
4825,0,33,1,1,2,2,2,3,23,1,2,2,26692.0,1973,24175.0,0.7959999999999999,4250,76,0.654,0.094
10029,0,23,1,2,2,2,2,1,32,1,3,1,34516.0,455,33603.0,0.698,3937,70,0.86,0.026000000000000002
4886,0,12,1,3,0,2,0,0,13,1,2,1,14938.0,0,14938.0,0.626,3823,80,0.429,0.0
8636,0,26,1,2,2,1,3,0,28,1,5,1,33256.0,470,32328.0,0.6940000000000001,3976,87,0.59,0.027999999999999997
4955,0,23,1,4,2,2,0,3,23,1,2,2,34516.0,0,34516.0,0.622,4025,89,0.435,0.0
3949,0,21,1,2,2,2,1,0,22,0,6,3,5791.0,1485,3834.0,0.654,3981,83,0.722,0.33799999999999997
3614,0,25,0,2,3,2,5,0,23,1,1,2,2319.0,885,972.0,0.722,3877,75,0.491,0.581
3846,0,20,1,1,5,1,3,0,23,1,3,2,17698.0,1304,15929.0,0.623,4060,85,0.583,0.1
2300,0,26,1,4,0,2,3,3,28,0,1,2,34516.0,1237,32815.0,0.715,3934,89,0.5,0.049
6706,0,31,0,2,2,2,4,0,23,0,2,3,6482.0,1222,4796.0,0.753,3870,91,0.629,0.26
1517,1,14,1,4,6,2,2,0,17,3,3,6,18975.0,0,18975.0,1.028,3274,55,0.5479999999999999,0.0
2925,0,18,1,3,2,0,2,3,21,1,3,3,34516.0,1189,32864.0,0.865,4175,80,0.579,0.048
2709,0,21,1,3,6,2,1,0,23,1,2,2,2479.0,1284,731.0,0.831,4056,75,0.545,0.705
1147,0,15,0,3,2,3,4,0,23,0,1,1,4941.0,581,3901.0,0.765,3900,81,0.596,0.21
6268,0,16,1,1,4,2,2,1,23,0,1,2,34516.0,1778,32240.0,0.767,3851,80,0.552,0.066
7462,0,18,0,4,5,1,5,0,20,0,2,1,8230.0,871,6897.0,0.6920000000000001,3952,74,0.68,0.162
8677,0,18,1,0,6,1,1,3,21,1,1,2,22226.0,1395,20362.0,0.8640000000000001,4241,87,0.7020000000000001,0.084
7881,0,21,1,2,5,2,0,0,16,1,3,2,28852.0,1502,26878.0,0.713,3836,80,0.607,0.068
4917,1,10,1,1,6,3,1,0,23,1,3,3,6893.0,1000,5431.0,1.031,3254,40,0.35100000000000003,0.212
657,0,19,1,2,2,1,2,0,22,0,2,3,7653.0,1229,5960.0,0.6829999999999999,3859,83,0.5760000000000001,0.221
7700,0,24,1,1,3,3,3,0,18,0,2,2,26840.0,316,26071.0,0.609,4027,83,0.6609999999999999,0.028999999999999998
4166,0,15,1,3,3,0,2,0,19,0,2,1,4549.0,1629,2440.0,0.953,4219,75,0.7,0.46399999999999997
4452,1,29,1,2,3,0,0,0,33,4,3,2,16828.0,1973,14311.0,1.0590000000000002,3395,53,0.465,0.15
6581,0,19,1,2,0,2,1,0,18,1,2,1,6530.0,963,5105.0,0.716,4268,91,0.6559999999999999,0.218
1726,0,14,0,4,4,2,1,0,15,1,1,2,11642.0,1039,10141.0,0.935,4299,82,0.586,0.129
5435,0,17,1,3,0,2,3,0,21,1,2,2,5390.0,862,4066.0,0.611,3954,96,0.47200000000000003,0.24600000000000002
7216,0,23,0,3,2,1,4,0,30,1,1,1,7037.0,0,7037.0,0.752,3918,83,0.691,0.0
452,0,21,1,3,0,1,4,0,21,1,1,2,8390.0,0,8390.0,0.8,4142,82,0.7040000000000001,0.0
9997,0,23,1,3,6,2,2,0,32,0,1,1,2122.0,640,1021.0,0.711,3830,93,0.515,0.519
5312,0,17,1,4,3,1,1,0,22,0,1,1,3442.0,1973,925.0,0.62,3977,64,0.644,0.731
172,0,18,0,3,5,1,4,0,23,1,3,3,6680.0,1372,4841.0,0.617,3901,85,0.532,0.275
1109,0,16,0,2,2,2,5,3,23,1,2,3,34516.0,606,33450.0,0.846,4223,88,0.75,0.031
4518,0,18,0,2,3,1,1,0,19,1,2,3,7244.0,1558,5213.0,0.7240000000000001,4015,80,0.5,0.28
8112,0,26,1,2,2,1,3,0,24,0,3,1,34516.0,907,33147.0,0.764,3955,72,0.64,0.04
6533,1,16,1,2,4,1,2,0,14,1,2,2,2476.0,1756,226.0,0.9690000000000001,3138,38,0.6,0.909
3079,0,14,0,1,2,1,4,0,17,0,1,3,2019.0,350,1216.0,0.882,4167,92,0.478,0.39799999999999996
6656,0,28,0,2,6,0,4,0,23,0,2,1,8758.0,1049,7247.0,0.674,3920,79,0.508,0.17300000000000001
9830,0,36,1,0,2,0,2,0,43,0,3,3,6103.0,1973,3586.0,0.74,4068,82,0.7040000000000001,0.41200000000000003
6569,0,26,0,3,2,2,4,0,23,1,1,2,2166.0,996,708.0,0.7120000000000001,4108,99,0.535,0.6729999999999999
4536,0,24,0,2,1,2,4,0,27,1,1,1,3449.0,1171,1815.0,0.7759999999999999,4136,84,0.469,0.474
1053,0,25,0,4,2,0,4,0,23,1,3,2,2984.0,1970,472.0,0.861,4135,81,0.685,0.8420000000000001
8936,1,28,0,3,2,2,4,3,35,0,5,2,13432.0,0,13432.0,0.9179999999999999,3368,40,0.316,0.0
5899,0,13,0,1,6,1,1,0,23,1,1,3,10830.0,1696,8646.0,0.907,4256,78,0.725,0.20199999999999999
7342,1,24,1,1,4,3,3,0,25,1,3,4,2673.0,0,2673.0,1.043,3386,44,0.45899999999999996,0.0
8957,0,20,1,2,0,1,0,0,27,0,2,2,34516.0,1186,32867.0,0.741,3874,77,0.611,0.048
404,0,19,1,5,5,2,2,0,19,0,2,1,20633.0,1517,18644.0,0.67,3882,81,0.655,0.096
8428,0,35,1,1,2,2,5,0,41,0,1,3,9070.0,1618,6973.0,0.8009999999999999,4171,92,0.7,0.231
6893,0,25,1,3,6,3,0,0,31,1,2,3,11954.0,0,11954.0,0.779,3813,83,0.55,0.0
9318,0,24,1,1,2,1,3,3,32,1,1,3,34516.0,467,33591.0,0.7709999999999999,3958,74,0.68,0.027000000000000003
6063,1,22,1,2,0,0,3,0,27,3,3,3,4479.0,0,4479.0,0.89,3006,53,0.37,0.0
8113,0,24,1,1,3,1,4,0,22,1,1,3,3968.0,1767,1704.0,1.0979999999999999,4367,108,0.815,0.5710000000000001
2561,0,32,0,2,5,2,5,0,31,0,2,2,2599.0,945,1192.0,0.727,4061,88,0.531,0.541
5524,0,20,1,2,0,0,2,0,24,0,3,1,10074.0,761,8851.0,0.955,4122,89,0.623,0.121
10019,0,20,0,3,3,1,1,0,29,1,2,1,10901.0,1404,9027.0,0.608,3856,80,0.5,0.172
8447,0,16,0,5,6,2,4,0,17,1,3,3,8325.0,0,8325.0,0.823,4101,80,0.915,0.0
2584,0,12,1,3,6,2,3,3,23,1,2,3,34516.0,1536,32508.0,0.858,4263,76,0.593,0.057999999999999996
4819,0,14,1,3,4,2,0,0,13,0,2,1,34516.0,1609,32428.0,0.627,3744,79,0.589,0.06
6270,0,17,1,5,2,2,3,0,23,0,1,3,7196.0,249,6500.0,0.8390000000000001,4233,83,0.898,0.09699999999999999
2480,0,22,1,4,2,1,2,1,23,0,6,1,34516.0,0,34516.0,0.72,3826,90,0.562,0.0
2420,0,12,1,2,5,2,3,0,9,1,1,3,34516.0,1133,32921.0,0.8240000000000001,4262,87,0.764,0.046
9881,0,20,1,5,3,1,0,0,29,0,1,3,32926.0,1078,31386.0,0.862,4115,88,0.556,0.047
10045,0,18,1,4,5,3,1,3,27,0,1,2,18072.0,916,16694.0,0.73,4102,88,0.75,0.076
7865,0,24,1,2,6,2,3,0,25,1,3,1,24533.0,1348,22720.0,0.745,4169,67,0.878,0.07400000000000001
6463,0,13,1,1,0,3,1,0,19,0,1,3,4874.0,1814,2557.0,0.8540000000000001,3967,88,0.782,0.475
3105,0,24,1,3,0,3,2,0,29,0,2,3,12889.0,1357,11067.0,0.88,4127,69,0.8370000000000001,0.141
8820,0,15,0,5,2,1,4,0,18,1,3,1,7531.0,1228,5839.0,0.7709999999999999,3962,82,0.878,0.225
5244,0,23,0,4,2,0,4,0,24,1,6,1,1838.0,693,683.0,0.742,3925,83,0.409,0.628
9165,0,16,1,3,2,1,3,0,23,0,1,2,30117.0,1646,27988.0,0.769,4017,81,0.542,0.071
5978,0,20,1,2,5,2,2,0,22,0,1,1,5131.0,1022,3647.0,0.75,3836,82,0.5589999999999999,0.289
3354,0,18,1,3,2,2,3,1,23,1,3,3,34516.0,1973,31999.0,0.703,3904,77,0.5820000000000001,0.073
5212,0,27,1,3,2,2,3,0,32,1,1,2,24262.0,1512,22278.0,0.805,4117,95,0.75,0.08199999999999999
1347,0,25,1,0,0,2,3,0,20,0,3,1,34516.0,766,33288.0,0.747,3994,79,0.648,0.036000000000000004
8897,1,12,0,2,0,3,4,0,19,1,2,6,7385.0,1352,5568.0,1.0290000000000001,3500,40,0.389,0.24600000000000002
800,0,24,1,1,2,1,2,0,24,1,2,2,20708.0,895,19351.0,0.852,4183,78,0.5710000000000001,0.066
2278,1,21,0,3,2,1,4,3,23,3,3,1,14057.0,919,12676.0,1.0390000000000001,3204,44,0.742,0.098
3628,0,12,1,4,5,3,3,3,23,1,1,2,34516.0,671,33384.0,0.84,4325,96,0.797,0.033
1637,0,19,1,3,3,1,2,0,23,1,5,1,17072.0,1057,15553.0,0.831,4204,89,0.7070000000000001,0.08900000000000001
9049,0,26,1,2,3,2,3,0,33,1,3,3,25737.0,706,24569.0,0.718,3944,84,0.469,0.045
2464,0,18,0,1,6,2,4,0,20,0,3,1,2211.0,315,1443.0,0.745,3867,78,0.66,0.34700000000000003
3881,0,9,0,4,3,3,5,0,13,1,1,2,16950.0,0,16950.0,0.625,3980,87,0.672,0.0
2339,0,18,1,3,2,1,2,0,11,0,1,3,15043.0,0,15043.0,0.649,3793,73,0.6940000000000001,0.0
2511,1,14,1,3,2,2,3,0,17,1,2,2,29338.0,6,29179.0,1.0170000000000001,3430,30,0.379,0.005
9555,0,31,1,4,2,2,0,0,39,1,3,2,25808.0,0,25808.0,0.7120000000000001,3975,84,0.843,0.0
2500,0,17,0,2,6,1,4,0,17,0,3,2,2248.0,1384,395.0,0.6659999999999999,3954,91,0.9059999999999999,0.8240000000000001
358,0,19,0,4,5,0,1,0,14,1,2,1,3670.0,1220,1986.0,0.675,4210,90,0.515,0.45899999999999996
8473,0,18,0,3,2,2,4,0,4,0,2,3,8861.0,687,7712.0,0.718,4158,92,0.759,0.13
4906,0,21,1,3,2,1,0,3,29,0,3,1,34516.0,699,33355.0,0.74,4106,90,0.695,0.034
6280,0,24,1,2,6,1,2,0,23,0,3,1,8014.0,788,6764.0,0.667,3757,74,0.585,0.156
9350,0,18,0,4,6,1,4,0,26,0,1,1,2771.0,1314,992.0,0.841,4125,63,0.698,0.642
823,0,25,1,2,2,1,0,3,23,0,1,2,34516.0,1238,32814.0,0.705,4222,88,0.8490000000000001,0.049
5216,1,19,0,3,3,1,5,0,27,0,4,2,8383.0,0,8383.0,1.036,3684,53,0.853,0.0
7233,0,18,0,2,6,2,4,1,17,0,3,3,15365.0,193,14735.0,0.807,4003,81,0.685,0.040999999999999995
6386,1,22,0,4,3,1,4,0,17,1,3,2,2913.0,0,2913.0,1.058,3408,46,0.8059999999999999,0.0
9090,0,14,0,2,5,2,4,0,21,0,2,1,4748.0,1606,2663.0,0.615,3800,78,0.6,0.439
7963,0,24,1,2,2,2,3,3,22,0,2,3,34516.0,0,34516.0,0.742,3955,73,0.7290000000000001,0.0
5283,0,12,0,1,0,3,4,0,19,1,3,3,2609.0,797,1350.0,0.871,4230,86,0.627,0.483
1827,1,17,0,5,0,2,1,0,19,1,3,1,11508.0,0,11508.0,1.005,3606,64,0.574,0.0
6998,0,19,0,4,2,3,4,0,25,1,2,1,2396.0,430,1509.0,0.604,3849,74,0.787,0.37
1939,0,23,1,4,5,1,0,0,25,1,3,1,18991.0,746,17783.0,0.727,3940,73,0.804,0.064
2044,1,18,1,3,3,1,3,0,23,0,3,2,10908.0,0,10908.0,0.983,3345,32,0.5,0.0
9636,0,27,1,3,2,3,1,0,35,1,2,2,14627.0,1525,12630.0,0.718,3961,72,0.745,0.13699999999999998
1027,0,20,1,4,4,1,1,0,23,0,2,2,2219.0,718,1039.0,0.768,4231,81,0.625,0.532
5563,0,30,1,4,2,2,3,0,33,1,3,1,25736.0,926,24348.0,0.743,3789,81,0.596,0.054000000000000006
2029,0,37,1,0,5,2,2,0,23,1,3,1,7997.0,636,6901.0,0.716,3956,94,0.6509999999999999,0.13699999999999998
3550,0,14,1,5,2,2,1,0,23,1,2,3,2849.0,1277,1108.0,0.7909999999999999,4227,89,0.768,0.611
9407,0,19,1,5,2,1,3,0,27,0,2,0,29227.0,689,28076.0,0.73,4164,90,0.852,0.039
754,0,26,1,2,1,1,0,0,31,0,2,2,34516.0,920,33134.0,0.856,4208,98,0.7140000000000001,0.04
389,0,24,1,2,5,1,1,0,30,0,3,1,12458.0,870,11126.0,0.68,4240,85,0.863,0.107
1601,1,36,1,1,3,2,2,0,33,1,3,3,7547.0,1944,5070.0,1.021,3631,63,0.698,0.32799999999999996
4970,1,18,1,4,6,1,0,0,23,3,3,3,34516.0,0,34516.0,1.043,3676,50,0.875,0.0
9889,0,19,0,4,2,1,4,3,27,1,5,2,10677.0,0,10677.0,0.905,4218,84,0.8079999999999999,0.0
7151,0,27,1,5,5,3,3,0,34,1,3,2,2340.0,1150,728.0,0.696,4259,78,0.833,0.6890000000000001
8023,0,12,0,3,3,2,1,1,13,1,2,1,23981.0,0,23981.0,0.741,3999,93,0.635,0.0
6429,0,18,0,4,1,1,1,0,17,0,3,1,6329.0,1180,4686.0,0.706,4186,99,0.73,0.26
9834,0,16,1,3,5,1,1,0,24,1,3,3,4960.0,1260,3236.0,0.879,4111,78,0.9129999999999999,0.348
9291,0,18,1,2,3,3,2,3,26,0,2,3,34516.0,1139,32915.0,0.6859999999999999,3853,76,0.72,0.046
3522,0,29,0,3,0,2,4,1,22,1,3,3,15987.0,1501,14014.0,0.705,3813,88,0.46299999999999997,0.12300000000000001
1737,0,26,0,1,5,2,4,0,23,1,2,1,3244.0,1386,1389.0,0.7,4069,85,0.792,0.5720000000000001
